text,intent
whatboi for makka?,advice
schemstatus,subsidy
what grow for makka,advice
dhanmarkit,market
tell me potato paise,market
what is the mkt of dhan todday?,market
chawal is dying what to do,disease
white powder on wheet,disease
corn me dying lag gaya,disease
needschem for farming,subsidy
white powder on onion,disease
chawalme dying lag gaya,disease
will it weather next day,weather
need subsidy for farming,subsidy
medicine for soybean bimari,disease
what is the pryce of ganna aaj?,market
is there any schem for kanak farmers?,subsidy
loan status,subsidy
need pm kisan for farming,subsidy
WHAT IS THE PAISE OF MUSTARD TD?,market
govtpm kisan for chawal,subsidy
should i give grow to makka today,advice
wedder next day,weather
bugs in onion,disease
BAARISH ALERT NEEDED,weather
anychance of wether tomorow?,weather
right time for chawal beej,advice
need loan for farming,subsidy
should i give ugana to soyabean 2day,advice
sarkarform kaha milega,subsidy
medicine for cotton bugs,disease
market market for kanak??,market
should i give seeds to wheat 2day?,advice
how much grow for mustard?,advice
need help with sugarcane water,advice
yojanaform kaha milega,subsidy
current pyaz baav baav,market
onion ke liye kaun sa dap acha hai?,advice
white powder on soybean,disease
SELL PYAZ NOW MKT,market
govtbank for gehun,subsidy
PM sarkar details,subsidy
ISTHERE ANY KARZ FOR GEHU FARMERS?,subsidy
what seeds for cotton?,advice
will it barish kal,weather
is there any pm kisan for potato farmers,subsidy
need help with mustard seeds,advice
will it dhoop kal?,weather
potatoka mkt kya hai now,market
howis the baarish todday?,weather
white powder on rise,disease
schem for tractor,subsidy
NEED HELP WITH MUSTARD DAP,advice
is market up for makka today,market
intercroppingwith pyaz,advice
medicinefor rise pest,disease
medicine for rise keeda,disease
what khad for soybean,advice
how to apply for schem,subsidy
where to sell kapas for good pryce,market
intercropping with sugarcane,advice
ANY CHANCE OF MAUSAM TMRW?,weather
too much wedder for chawal,weather
sarsoke liye kaun sa pani acha hai?,advice
dhan mkt,market
IS THERE ANY SCHEME FOR MAKKA FARMERS,subsidy
is there any govt for gehun farmers?,subsidy
what is the bhav of makka aaj?,market
sell kapas 2day mandi,market
sugarcaneme pest lag gaya,disease
my chawal fasal are turning yellow,disease
markit markit for chawal??,market
medicine for dhan dry,disease
should i give ugana to rise 2day,advice
what is the baav of potato todday?,market
how to apply for bank,subsidy
will it heat tomorow,weather
will it dhoop tomorow?,weather
sickattack on tamatar,disease
HOW TO SAVE ONION FROM SUKHA,disease
kapas is dying what to do,disease
intercropping with tamatar,advice
sarsomandi,market
where to sell wheat for good bhav,market
schem form kaha milega,subsidy
loanform kaha milega,subsidy
too much temp for aloo,weather
is temp coming,weather
dhoop forecast for punjab,weather
yellowing aloo help,disease
should i give pani to sugarcane today,advice
how much khad for soybean?,advice
howto save gehun from keeda,disease
aloo ke liye kaun sa boi acha hai?,advice
medicine for kanak spots,disease
intercropping with gehu,advice
bank for tractor,subsidy
how to save soybean from pest,disease
HOWTO SAVE WHEET FROM PEST,disease
rain 2moro,weather
howis the wedder now,weather
govt for tractor,subsidy
wheat ke liye kaun sa ugana acha hai?,advice
onion ka baav kya hai 2day?,market
how much dap for chawal,advice
CURRENT WHEET BHAV BHAV,market
karz form kaha milega,subsidy
tell me soybean mkt,market
scheme for tractor,subsidy
bugs in onion,disease
need help with sugarcane pani,advice
medicinefor sugarcane sukha,disease
right time for gehu ugana,advice
kisan credit card karz,subsidy
white powder on tomato,disease
is markit up for gehun 2day,market
what dap for corn?,advice
intercropping with soyabean,advice
weather forecast for punjab,weather
bugs in makka,disease
too much weather for mustard,weather
is baav up for aloo now,market
tell me gehun price,market
bugs in kapas,disease
WHERE TO SELL DHAN FOR GOOD MARKET,market
IS THERE ANY KARZ FOR KANAK FARMERS?,subsidy
any chance of rain kal,weather
sell soybean todday rate,market
whento water gehu,advice
current wheat rate rate,market
corn me spots lag gaya,disease
need help with gehun beej,advice
what is the market of chawal aaj?,market
barish forecast for punjab,weather
soyabeanmandi,market
SOYABEAN KE LIYE KAUN SA UGANA ACHA HAI?,advice
HOWMUCH UREA FOR KAPAS?,advice
will it wether 2moro?,weather
HOW TO APPLY FOR PM KISAN,subsidy
how to apply for subsidy,subsidy
shouldi give plant to cotton td?,advice
yellowingchawal help,disease
should i give ugana to dhan now?,advice
intercropping with soybean,advice
is there any bank for kapas farmers?,subsidy
whatis the mkt of rice todday?,market
should i give pani to corn td?,advice
karzstatus,subsidy
weather alert needed,weather
PM yojana details,subsidy
mausam forecast for punjab,weather
ret ret for gehun,market
paise paise for aloo??,market
sell makka aaj paise,market
WHITE POWDER ON TAMATAR,disease
too much mausam for kanak,weather
weatherforecast for punjab,weather
any chance of mausam next day,weather
WHAT DAP FOR SARSO?,advice
how much plant for corn?,advice
howto save sarso from bugs,disease
is dhoop coming?,weather
kya 2moro wedder hogi?,weather
KISAN CREDIT CARD PM KISAN,subsidy
soybean mkt,market
price price for gehun??,market
corn ka mandi kya hai todday?,market
dhoop forecast for punjab,weather
my tomato crop are turning yellow,disease
medicine for gehun dying,disease
kisan credit card yojana,subsidy
tomato ke liye kaun sa dap acha hai,advice
medicine for wheet bimari,disease
any chance of barish tomorrow?,weather
right time for soybean boi,advice
govt status,subsidy
medicine for potato keeda,disease
schem form kaha milega,subsidy
how to save onion from bimari,disease
what is the price of wheet today?,market
white powder on ganna,disease
where to sell gehun for good market,market
my pyaz tana are turning yellow,disease
bimari aloo help,disease
INTERCROPPING WITH WHEAT,advice
TEMPALERT NEEDED,weather
what plant for aloo?,advice
how much beej for tomato?,advice
govt govt for sugarcane,subsidy
wether next day,weather
intercropping with kanak,advice
should i give seeds to tomato now?,advice
when to boi wheet?,advice
onion ke liye kaun sa fertilizer acha hai?,advice
best urea for onion,advice
too much wether for onion,weather
how much khad for chawal?,advice
tell me gehun ret,market
isbaarish coming,weather
bimari makka help,disease
how to save gehun from pest,disease
how is the mausam todday?,weather
current rice prise prise,market
my rice root are turning yellow,disease
is markit up for cotton td,market
kisan credit card karz,subsidy
should i give ugana to gehu aaj?,advice
onionka baav kya hai td?,market
current rice markit markit,market
ismarkit up for mustard now?,market
bugs in gehu,disease
how is the baarish aaj?,weather
PM schem details,subsidy
is there any scheme for mustard farmers?,subsidy
where to sell rice for good pryce,market
isbaav up for kapas todday,market
white powder on soyabean,disease
subsidy status,subsidy
sarkar status,subsidy
wheatka mandi kya hai td?,market
medicine for soybean bimari,disease
SUBSIDY FORM KAHA MILEGA,subsidy
where to sell rise for good baav,market
needkarz for farming,subsidy
medicine for mustard yellowing,disease
MEDICINE FOR CORN PEST,disease
wether kal,weather
how much grow for chawal?,advice
mosam alert needed,weather
kisancredit card pm kisan,subsidy
is markit up for makka now?,market
schemform kaha milega,subsidy
need sarkar for farming,subsidy
SUKHA GANNA HELP,disease
is market up for dhan aaj?,market
kya tmrw mosam hogi?,weather
HOW IS THE WEATHER TODAY?,weather
ANY CHANCE OF WEDDER TOMORROW,weather
too much wedder for soyabean,weather
govt govt for mustard,subsidy
cotton ke liye kaun sa beej acha hai?,advice
current kanak prise prise,market
price price for sugarcane??,market
need help with dhan ugana,advice
where to sell pyaz for good mkt,market
govt subsidy for cotton,subsidy
sell soyabean todday bhav,market
when to ugana rise?,advice
how much plant for aloo,advice
mandi mandi for kanak??,market
is there any karz for ganna farmers?,subsidy
is ret up for mustard aaj,market
need help with rise boi,advice
when to ugana kanak?,advice
potato prise,market
what boi for tomato,advice
whereto sell wheat for good prise,market
how is the mosam 2day?,weather
rate rate for chawal??,market
gehu ke liye kaun sa plant acha hai?,advice
my kanak tana are turning yellow,disease
yojana form kaha milega,subsidy
right time for dhan water,advice
how to save wheet from sick,disease
govt sabsidi for sugarcane,subsidy
will it dhoop tomorow?,weather
white powder on aloo,disease
is there any sabsidi for kanak farmers?,subsidy
my cotton fasal are turning yellow,disease
loan status,subsidy
soyabean ka ret kya hai 2day?,market
corn me dry lag gaya,disease
current kapas mandi mandi,market
tell me soyabean mandi,market
rain forecast for punjab,weather
medicine for rice spots,disease
govt govt for kanak,subsidy
tell me chawal markit,market
whatwater for rice?,advice
pyazbhav,market
how much fertilizer for cotton?,advice
pyaz pryce,market
what fertilizer for pyaz,advice
too much temp for aloo,weather
is there any subsidy for wheet farmers?,subsidy
spots on pyaz pattiyan,disease
right time for onion seeds,advice
isthere any sarkar for soyabean farmers,subsidy
temp forecast for punjab,weather
markit markit for rice??,market
mosam forecast for punjab,weather
when to plant pyaz?,advice
subsidy form kaha milega,subsidy
wether 2moro,weather
kya next day mausam hogi?,weather
bugs attack on kanak,disease
is temp coming,weather
PM sabsidi details,subsidy
what is the bhav of dhan td?,market
is there any subsidy for ganna farmers?,subsidy
SELLMAKKA AAJ PAISE,market
best urea for potato,advice
mausam tomorow,weather
MAUSAM FORECAST FOR PUNJAB,weather
spots on makka crop,disease
dhoop tmrw,weather
how much water for kanak?,advice
medicine for soyabean disease,disease
CURRENT GEHUN PRISE PRISE,market
how much khad for soybean?,advice
intercropping with wheet,advice
bugsin wheet,disease
how to save cotton from dry,disease
my soybean root are turning yellow,disease
my corn root are turning yellow,disease
aloo is dying what to do,disease
govt schem for rice,subsidy
dhan me disease lag gaya,disease
mausam forecast for punjab,weather
right time for gehu beej,advice
mosamforecast for punjab,weather
sick attack on tomato,disease
barish 2moro,weather
need help with onion fertilizer,advice
how to save soybean from keeda,disease
HOW TO APPLY FOR SCHEME,subsidy
my kapas jad are turning yellow,disease
too much mosam for sarso,weather
markit markit for soybean??,market
bugs in soyabean,disease
kisan credit card govt,subsidy
how to apply for sabsidi,subsidy
where to sell cotton for good mkt,market
any chance of weather tmrw,weather
dhoopforecast for punjab,weather
how to save ganna from dying,disease
yojana form kaha milega,subsidy
current soybean bhav bhav,market
ganna me pest lag gaya,disease
tellme kapas ret,market
how is the weather aaj?,weather
govt schem for kanak,subsidy
weather tmrw,weather
whereto sell chawal for good markit,market
wether alert needed,weather
kanak me keeda lag gaya,disease
kisan credit card schem,subsidy
when to plant soyabean?,advice
currentmakka paise paise,market
SUGARCANEIS DYING WHAT TO DO,disease
is wedder coming?,weather
sabsidi for tractor,subsidy
white powder on onion,disease
PM loan details,subsidy
kya next day weather hogi,weather
tell me soybean pryce,market
tamatar baav,market
what is the market of sarso 2day?,market
when to dap chawal?,advice
will it mosam 2moro,weather
dying tamatar help,disease
IS RET UP FOR GEHUN TD?,market
baavbaav for rice??,market
yojana for tractor,subsidy
how much pani for aloo,advice
spots on soyabean root,disease
govtscheme for rice,subsidy
HOWIS THE MOSAM TODAY,weather
baarish 2moro,weather
spotson gehun jad,disease
how to apply for pm kisan,subsidy
tempforecast for punjab,weather
bugs in gehu,disease
intercropping with chawal,advice
kya kal temp hogi,weather
when to pani pyaz?,advice
my rice leaves are turning yellow,disease
wether forecast for punjab,weather
should i give khad to sarso today?,advice
subsidy for tractor,subsidy
is there any karz for potato farmers?,subsidy
bestfertilizer for ganna,advice
bugs in kanak,disease
pestrise help,disease
pyaz me spots lag gaya,disease
subsidy for tractor,subsidy
how much seeds for chawal,advice
howto apply for yojana,subsidy
gehu is dying what to do,disease
kisan credit card loan,subsidy
spots on cotton pattiyan,disease
PM govt details,subsidy
kya tmrw wether hogi?,weather
when to urea sarso,advice
need help with cotton beej,advice
what is the prise of ganna aaj,market
should i give fertilizer to chawal td,advice
RIGHTTIME FOR KAPAS DAP,advice
temp tomorrow,weather
GOVTSUBSIDY FOR GEHUN,subsidy
SARKAR FOR TRACTOR,subsidy
tell me tomato pryce,market
need yojana for farming,subsidy
CURRENT TAMATAR MANDI MANDI,market
TOMATO KA MARKIT KYA HAI TODAY?,market
RIGHT TIME FOR SARSO PANI,advice
NEED HELP WITH DHAN DAP,advice
tamatar ka bhav kya hai 2day,market
is there any govt for gehun farmers?,subsidy
SELL KAPAS NOW PAISE,market
ANY CHANCE OF WETHER TMRW?,weather
govt for tractor,subsidy
PM govt details,subsidy
bugsattack on pyaz,disease
dhanke liye kaun sa ugana acha hai?,advice
any chance of wether kal,weather
should i give water to soybean todday?,advice
how to save chawal from sick,disease
baarish tomorow,weather
is there any bank for makka farmers?,subsidy
where to sell kanak for good market,market
white powder on onion,disease
tellme wheat mandi,market
tamatar is dying what to do,disease
